Ensembl Gene ID	Ensembl Transcript ID	GO Term Name	GO Term Accession	GO Term Definition	GOSlim GOA Description
YLR249W	YLR249W	binding	GO:0005488	"The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule. [GOC:ceb, GOC:mah, ISBN:0198506732]"	translational elongation
YLR249W	YLR249W	binding	GO:0005488	"The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule. [GOC:ceb, GOC:mah, ISBN:0198506732]"	ribosome
YLR249W	YLR249W	binding	GO:0005488	"The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule. [GOC:ceb, GOC:mah, ISBN:0198506732]"	ATPase activity
YLR249W	YLR249W	binding	GO:0005488	"The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule. [GOC:ceb, GOC:mah, ISBN:0198506732]"	hydrolase activity
YLR249W	YLR249W	binding	GO:0005488	"The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule. [GOC:ceb, GOC:mah, ISBN:0198506732]"	"translation factor activity, RNA binding"
YLR249W	YLR249W	binding	GO:0005488	"The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule. [GOC:ceb, GOC:mah, ISBN:0198506732]"	molecular_function
YLR249W	YLR249W	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	cellular_component
YLR249W	YLR249W	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	biological_process
YLR249W	YLR249W	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	ion binding
YLR249W	YLR249W	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	RNA binding
YLR249W	YLR249W	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	cytoplasm
YLR249W	YLR249W	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	rRNA binding
YLR249W	YLR249W	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	translational elongation
YLR249W	YLR249W	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	ribosome
YLR249W	YLR249W	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	ATPase activity
YLR249W	YLR249W	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	hydrolase activity
YLR249W	YLR249W	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	"translation factor activity, RNA binding"
YLR249W	YLR249W	cytoplasm	GO:0005737	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"	molecular_function
YLR249W	YLR249W	cytosolic ribosome	GO:0022626	A ribosome located in the cytosol. [GOC:mtg_sensu]	cellular_component
YLR249W	YLR249W	cytosolic ribosome	GO:0022626	A ribosome located in the cytosol. [GOC:mtg_sensu]	biological_process
YLR249W	YLR249W	cytosolic ribosome	GO:0022626	A ribosome located in the cytosol. [GOC:mtg_sensu]	ion binding
YLR249W	YLR249W	cytosolic ribosome	GO:0022626	A ribosome located in the cytosol. [GOC:mtg_sensu]	RNA binding
YLR249W	YLR249W	cytosolic ribosome	GO:0022626	A ribosome located in the cytosol. [GOC:mtg_sensu]	cytoplasm
YLR249W	YLR249W	cytosolic ribosome	GO:0022626	A ribosome located in the cytosol. [GOC:mtg_sensu]	rRNA binding
YLR249W	YLR249W	cytosolic ribosome	GO:0022626	A ribosome located in the cytosol. [GOC:mtg_sensu]	translational elongation
YLR249W	YLR249W	cytosolic ribosome	GO:0022626	A ribosome located in the cytosol. [GOC:mtg_sensu]	ribosome
YLR249W	YLR249W	cytosolic ribosome	GO:0022626	A ribosome located in the cytosol. [GOC:mtg_sensu]	ATPase activity
YLR249W	YLR249W	cytosolic ribosome	GO:0022626	A ribosome located in the cytosol. [GOC:mtg_sensu]	hydrolase activity
YLR249W	YLR249W	cytosolic ribosome	GO:0022626	A ribosome located in the cytosol. [GOC:mtg_sensu]	"translation factor activity, RNA binding"
YLR249W	YLR249W	cytosolic ribosome	GO:0022626	A ribosome located in the cytosol. [GOC:mtg_sensu]	molecular_function
YLR249W	YLR249W	translation elongation factor activity	GO:0003746	Functions in chain elongation during polypeptide synthesis at the ribosome. [ISBN:0198506732]	cellular_component
YLR249W	YLR249W	translation elongation factor activity	GO:0003746	Functions in chain elongation during polypeptide synthesis at the ribosome. [ISBN:0198506732]	biological_process
YLR249W	YLR249W	translation elongation factor activity	GO:0003746	Functions in chain elongation during polypeptide synthesis at the ribosome. [ISBN:0198506732]	ion binding
YLR249W	YLR249W	translation elongation factor activity	GO:0003746	Functions in chain elongation during polypeptide synthesis at the ribosome. [ISBN:0198506732]	RNA binding
YLR249W	YLR249W	translation elongation factor activity	GO:0003746	Functions in chain elongation during polypeptide synthesis at the ribosome. [ISBN:0198506732]	cytoplasm
YLR249W	YLR249W	translation elongation factor activity	GO:0003746	Functions in chain elongation during polypeptide synthesis at the ribosome. [ISBN:0198506732]	rRNA binding
YLR249W	YLR249W	translation elongation factor activity	GO:0003746	Functions in chain elongation during polypeptide synthesis at the ribosome. [ISBN:0198506732]	translational elongation
YLR249W	YLR249W	translation elongation factor activity	GO:0003746	Functions in chain elongation during polypeptide synthesis at the ribosome. [ISBN:0198506732]	ribosome
YLR249W	YLR249W	translation elongation factor activity	GO:0003746	Functions in chain elongation during polypeptide synthesis at the ribosome. [ISBN:0198506732]	ATPase activity
YLR249W	YLR249W	translation elongation factor activity	GO:0003746	Functions in chain elongation during polypeptide synthesis at the ribosome. [ISBN:0198506732]	hydrolase activity
YLR249W	YLR249W	translation elongation factor activity	GO:0003746	Functions in chain elongation during polypeptide synthesis at the ribosome. [ISBN:0198506732]	"translation factor activity, RNA binding"
YLR249W	YLR249W	translation elongation factor activity	GO:0003746	Functions in chain elongation during polypeptide synthesis at the ribosome. [ISBN:0198506732]	molecular_function
YLR249W	YLR249W	translational elongation	GO:0006414	The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis. [GOC:ems]	cellular_component
YLR249W	YLR249W	translational elongation	GO:0006414	The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis. [GOC:ems]	biological_process
YLR249W	YLR249W	translational elongation	GO:0006414	The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis. [GOC:ems]	ion binding
YLR249W	YLR249W	translational elongation	GO:0006414	The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis. [GOC:ems]	RNA binding
YLR249W	YLR249W	translational elongation	GO:0006414	The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis. [GOC:ems]	cytoplasm
YLR249W	YLR249W	translational elongation	GO:0006414	The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis. [GOC:ems]	rRNA binding
YLR249W	YLR249W	translational elongation	GO:0006414	The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis. [GOC:ems]	translational elongation
YLR249W	YLR249W	translational elongation	GO:0006414	The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis. [GOC:ems]	ribosome
YLR249W	YLR249W	translational elongation	GO:0006414	The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis. [GOC:ems]	ATPase activity
YLR249W	YLR249W	translational elongation	GO:0006414	The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis. [GOC:ems]	hydrolase activity
YLR249W	YLR249W	translational elongation	GO:0006414	The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis. [GOC:ems]	"translation factor activity, RNA binding"
YLR249W	YLR249W	translational elongation	GO:0006414	The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis. [GOC:ems]	molecular_function
YLR249W	YLR249W	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	cellular_component
YLR249W	YLR249W	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	biological_process
YLR249W	YLR249W	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	ion binding
YLR249W	YLR249W	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	RNA binding
YLR249W	YLR249W	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	cytoplasm
YLR249W	YLR249W	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	rRNA binding
YLR249W	YLR249W	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	translational elongation
YLR249W	YLR249W	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	ribosome
YLR249W	YLR249W	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	ATPase activity
YLR249W	YLR249W	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	hydrolase activity
YLR249W	YLR249W	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	"translation factor activity, RNA binding"
YLR249W	YLR249W	ribosome	GO:0005840	"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins. [ISBN:0198506732]"	molecular_function
YLR249W	YLR249W	translation	GO:0006412	"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA. Translation ends with the release of a polypeptide chain from the ribosome. [GOC:go_curators]"	cellular_component
YLR249W	YLR249W	translation	GO:0006412	"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA. Translation ends with the release of a polypeptide chain from the ribosome. [GOC:go_curators]"	biological_process
YLR249W	YLR249W	translation	GO:0006412	"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA. Translation ends with the release of a polypeptide chain from the ribosome. [GOC:go_curators]"	ion binding
YLR249W	YLR249W	translation	GO:0006412	"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA. Translation ends with the release of a polypeptide chain from the ribosome. [GOC:go_curators]"	RNA binding
YLR249W	YLR249W	translation	GO:0006412	"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA. Translation ends with the release of a polypeptide chain from the ribosome. [GOC:go_curators]"	cytoplasm
YLR249W	YLR249W	translation	GO:0006412	"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA. Translation ends with the release of a polypeptide chain from the ribosome. [GOC:go_curators]"	rRNA binding
YLR249W	YLR249W	translation	GO:0006412	"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA. Translation ends with the release of a polypeptide chain from the ribosome. [GOC:go_curators]"	translational elongation
YLR249W	YLR249W	translation	GO:0006412	"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA. Translation ends with the release of a polypeptide chain from the ribosome. [GOC:go_curators]"	ribosome
YLR249W	YLR249W	translation	GO:0006412	"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA. Translation ends with the release of a polypeptide chain from the ribosome. [GOC:go_curators]"	ATPase activity
YLR249W	YLR249W	translation	GO:0006412	"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA. Translation ends with the release of a polypeptide chain from the ribosome. [GOC:go_curators]"	hydrolase activity
YLR249W	YLR249W	translation	GO:0006412	"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA. Translation ends with the release of a polypeptide chain from the ribosome. [GOC:go_curators]"	"translation factor activity, RNA binding"
YLR249W	YLR249W	translation	GO:0006412	"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA. Translation ends with the release of a polypeptide chain from the ribosome. [GOC:go_curators]"	molecular_function
YLR249W	YLR249W	obsolete ATP catabolic process	GO:0006200	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [GOC:ai]"	cellular_component
YLR249W	YLR249W	obsolete ATP catabolic process	GO:0006200	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [GOC:ai]"	biological_process
YLR249W	YLR249W	obsolete ATP catabolic process	GO:0006200	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [GOC:ai]"	ion binding
YLR249W	YLR249W	obsolete ATP catabolic process	GO:0006200	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [GOC:ai]"	RNA binding
YLR249W	YLR249W	obsolete ATP catabolic process	GO:0006200	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [GOC:ai]"	cytoplasm
YLR249W	YLR249W	obsolete ATP catabolic process	GO:0006200	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [GOC:ai]"	rRNA binding
YLR249W	YLR249W	obsolete ATP catabolic process	GO:0006200	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [GOC:ai]"	translational elongation
YLR249W	YLR249W	obsolete ATP catabolic process	GO:0006200	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [GOC:ai]"	ribosome
YLR249W	YLR249W	obsolete ATP catabolic process	GO:0006200	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [GOC:ai]"	ATPase activity
YLR249W	YLR249W	obsolete ATP catabolic process	GO:0006200	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [GOC:ai]"	hydrolase activity
YLR249W	YLR249W	obsolete ATP catabolic process	GO:0006200	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [GOC:ai]"	"translation factor activity, RNA binding"
YLR249W	YLR249W	obsolete ATP catabolic process	GO:0006200	"OBSOLETE. The chemical reactions and pathways resulting in the breakdown of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [GOC:ai]"	molecular_function
YLR249W	YLR249W	nucleoside-triphosphatase activity	GO:0017111	Catalysis of the reaction: a nucleoside triphosphate + H2O = nucleoside diphosphate + phosphate. [EC:3.6.1.15]	cellular_component
YLR249W	YLR249W	nucleoside-triphosphatase activity	GO:0017111	Catalysis of the reaction: a nucleoside triphosphate + H2O = nucleoside diphosphate + phosphate. [EC:3.6.1.15]	biological_process
YLR249W	YLR249W	nucleoside-triphosphatase activity	GO:0017111	Catalysis of the reaction: a nucleoside triphosphate + H2O = nucleoside diphosphate + phosphate. [EC:3.6.1.15]	ion binding
YLR249W	YLR249W	nucleoside-triphosphatase activity	GO:0017111	Catalysis of the reaction: a nucleoside triphosphate + H2O = nucleoside diphosphate + phosphate. [EC:3.6.1.15]	RNA binding
YLR249W	YLR249W	nucleoside-triphosphatase activity	GO:0017111	Catalysis of the reaction: a nucleoside triphosphate + H2O = nucleoside diphosphate + phosphate. [EC:3.6.1.15]	cytoplasm
YLR249W	YLR249W	nucleoside-triphosphatase activity	GO:0017111	Catalysis of the reaction: a nucleoside triphosphate + H2O = nucleoside diphosphate + phosphate. [EC:3.6.1.15]	rRNA binding
YLR249W	YLR249W	nucleoside-triphosphatase activity	GO:0017111	Catalysis of the reaction: a nucleoside triphosphate + H2O = nucleoside diphosphate + phosphate. [EC:3.6.1.15]	translational elongation
YLR249W	YLR249W	nucleoside-triphosphatase activity	GO:0017111	Catalysis of the reaction: a nucleoside triphosphate + H2O = nucleoside diphosphate + phosphate. [EC:3.6.1.15]	ribosome
YLR249W	YLR249W	nucleoside-triphosphatase activity	GO:0017111	Catalysis of the reaction: a nucleoside triphosphate + H2O = nucleoside diphosphate + phosphate. [EC:3.6.1.15]	ATPase activity
YLR249W	YLR249W	nucleoside-triphosphatase activity	GO:0017111	Catalysis of the reaction: a nucleoside triphosphate + H2O = nucleoside diphosphate + phosphate. [EC:3.6.1.15]	hydrolase activity
YLR249W	YLR249W	nucleoside-triphosphatase activity	GO:0017111	Catalysis of the reaction: a nucleoside triphosphate + H2O = nucleoside diphosphate + phosphate. [EC:3.6.1.15]	"translation factor activity, RNA binding"
YLR249W	YLR249W	nucleoside-triphosphatase activity	GO:0017111	Catalysis of the reaction: a nucleoside triphosphate + H2O = nucleoside diphosphate + phosphate. [EC:3.6.1.15]	molecular_function
YLR249W	YLR249W	ATPase activity	GO:0016887	"Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction. [EC:3.6.1.3, GOC:jl]"	cellular_component
YLR249W	YLR249W	ATPase activity	GO:0016887	"Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction. [EC:3.6.1.3, GOC:jl]"	biological_process
YLR249W	YLR249W	ATPase activity	GO:0016887	"Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction. [EC:3.6.1.3, GOC:jl]"	ion binding
YLR249W	YLR249W	ATPase activity	GO:0016887	"Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction. [EC:3.6.1.3, GOC:jl]"	RNA binding
YLR249W	YLR249W	ATPase activity	GO:0016887	"Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction. [EC:3.6.1.3, GOC:jl]"	cytoplasm
